GrLivArea,OverallQual,1stFlrSF,TotalBsmtSF,GarageArea,2ndFlrSF,LotArea,ExterQual_3,YearBuilt,KitchenQual_3,GarageYrBlt,ExterQual_2,YearRemodAdd,TotRmsAbvGrd,BsmtFinSF1,GarageCars,OpenPorchSF,FullBath,BsmtUnfSF,MasVnrArea,Price3Classes
2398.683779258661,10.0,2398.683779258661,3083.6444395255126,673.8106972145961,0.0,15415.334417356866,0.0,2007.9796550874764,0.0,2007.9796550874764,0.0,2007.9796550874764,9.969482631214673,1763.1242941642636,3.0,73.59707563309878,2.0,787.003099286346,197.9553362913831,>400000
2754.294179708217,8.490195312244232,1483.1372656285807,1457.0980468775576,833.5293749877231,1271.1569140796364,15044.862890673596,0.0,2001.372539059175,0.0,2001.372539059175,0.5098046877557683,2001.8823437469307,9.980390624488464,1003.2151951485525,3.0,106.78437502046145,2.0,453.88285172900515,389.33351568587284,>400000
2382.6246059444547,9.909035708659411,2382.6246059444547,3043.1509611406113,682.7337863781894,0.0,15410.351105865686,0.0,2007.9090357086593,0.0,2007.9090357086593,0.04548214567029407,2007.9545178543297,9.863553562989118,1748.0339452554874,3.0,71.59066068896735,2.0,780.6318924014124,204.73014314971059,>400000
4131.429774011535,9.443343738306195,2311.3585291568093,2294.9668885025744,772.0857647655054,1820.0712448547263,15371.669697845247,0.0,1995.7216718691532,0.0,1996.0,1.0,1996.0,9.721671869153099,1739.7399925159655,3.0,80.22662504677521,2.721671869153098,555.2268959866092,161.15198776035626,>400000
2510.5726137219795,9.279949138217825,1642.63298107406,1604.234506927525,920.165238763564,867.9396326479198,11570.69619389426,0.0,2006.639974569109,0.0,2007.2799491382177,0.36002543089108774,2007.639974569109,9.720050861782175,1233.1966939841586,3.0,137.60025430891088,2.3600254308910875,371.0378129433665,296.481729300594,>400000
3070.0255363102847,8.294692041560904,1911.253128009205,1897.1469688404231,683.6815224936543,1158.7724083010796,14415.877813109148,0.0,1997.3575363324871,0.0,1998.0628442909263,1.0,1998.3575363324871,9.294692041560904,874.9384083121809,3.0,60.65648442576224,2.0,1022.2085605282423,604.0488235326768,>400000
2821.7031796606593,8.730345298840948,1701.7039112575037,1696.3108172343227,709.8207179304569,1119.9992684031556,13966.28365159614,0.0,2000.8427623907276,0.0,2001.1124170918865,1.0,2001.8427623907276,9.730345298840948,962.0690597681897,3.0,23.190304299678424,2.0,734.241757466133,641.0793504014806,>400000
3526.4011922323443,9.409453477756433,2163.5610071799456,2157.419205013599,755.716987342374,1362.8401850523987,15878.706644131464,0.0,2001.314918700192,0.0,2001.314918700192,1.0,2001.9054652224356,10.590546522243567,999.9456547159396,3.0,95.71639566730701,3.0,1157.4735502976594,122.83367662666195,>400000
2301.276173708107,9.61946592279036,1884.2108250863414,1884.2108250863414,802.8137744260047,417.0653486217655,13813.751582326444,0.0,2004.858397768371,0.0,2004.858397768371,0.38053407720964005,2005.2389318455807,8.14160223162892,1245.2023914324332,3.0,141.85769631899242,2.0,639.0084336539082,252.05516134441064,>400000
2201.4144150795482,8.0,1974.7369669581358,1943.7303192147076,1008.1672433656727,226.67744812141245,28539.075688429726,0.0,2001.7277533735755,0.0,2001.7277533735755,1.0,2005.7025230339614,8.0,1613.9082922261043,3.0,210.18189948662757,1.297476966038599,276.27617310165544,157.0678380683803,>400000
3180.984567826375,9.503876048750138,1839.4341071712477,1889.3178359975113,756.891480923764,1341.5504606551272,28154.91595129088,0.0,1999.9612395124987,0.0,2000.4573634637484,0.5038760487501389,2000.9612395124987,10.0,1398.4108508787467,3.0,38.294579705010555,2.503876048750139,490.90698511876457,1125.9690327650706,>400000
2544.7583133109765,9.366790734193522,1634.3544248128987,1612.3469807612876,770.0148881032227,910.4038884980775,13242.716048689064,0.0,2004.467162936774,0.0,2004.8339536709675,0.6332092658064775,2005.467162936774,9.633209265806478,1112.8327538270898,3.0,49.14995838193201,2.0,499.51422693419755,520.2180321961391,>400000
2342.6297497037262,9.646605652998371,2342.6297497037262,2783.7197633325695,846.576807418805,0.0,16134.961539227246,0.0,2008.0,0.0,2008.3533943470015,0.0,2008.3533943470015,9.646605652998371,1815.4150255392233,3.0,67.75926783598045,2.0,619.7842908272244,393.6601021568929,>400000
2281.3313435072137,9.287043946155508,2281.3313435072137,2257.090837676501,828.6113183846653,0.0,13198.006715663154,0.0,2008.1388681615335,0.0,2008.1388681615335,0.0,2008.851824215378,9.851824215377965,1957.790755183282,3.0,113.5011192771924,2.0,299.3000824932187,541.5595569756579,>400000
2845.22226010097,9.133207113751102,1804.0416524621364,1749.2935287104335,723.8497532426477,964.986138573203,20766.548719539027,0.0,1989.9475961461255,0.0,2004.2683075212358,0.13320711375110195,2004.2683075212358,10.266414227502203,1222.1779696109463,3.0,34.633849575286504,2.0,527.1155590994872,754.1098110365413,>400000
3119.991562366071,9.0,1951.4026492733597,1913.9194338814011,832.5839230402071,1168.588913092711,13541.469016469986,0.0,2008.0,0.0,2009.0,0.0,2009.0,11.062919615201036,0.0,3.0,83.78860459849528,3.0,1913.9194338814011,832.5670477723484,>400000
2350.728837529074,9.195164153984205,2239.8755980660453,2211.340194377603,824.2936113876525,110.85323946302867,13028.096762077172,0.0,2008.8048358460157,0.0,2008.8048358460157,0.0,2009.6096716920315,10.804835846015795,2022.1104691134256,3.0,107.39897987473051,2.0,189.22972526417772,693.6441876453702,>400000
2863.41411219357,8.938028543156353,1960.8903286644888,1959.1551278728668,721.8253169433028,902.5237835290811,15999.110202617532,0.0,2004.3802854315636,0.0,2004.3802854315636,1.0,2005.3802854315636,10.876057086312706,267.82518412279774,3.0,110.35491536005861,2.9380285431563524,1691.329943750069,226.467494139407,>400000
2854.2818411760627,8.814619475352197,1898.9389766268032,1893.7483219366648,733.4257693168934,955.3428645492594,15885.820678373317,0.0,2003.146194753522,0.0,2003.146194753522,1.0,2004.146194753522,10.629238950704396,323.2358555668632,3.0,115.04445993661649,2.8146194753521976,1570.5124663698016,263.2433963450451,>400000
2093.112124717254,10.0,2053.6740247829575,2049.663370552351,849.7326230512929,39.43809993429693,13796.281715920511,0.0,2006.0668442371768,0.0,2006.1336884743534,0.0,2006.1336884743534,7.133688474353549,1378.914510859262,3.0,222.64979746820643,2.0,670.7488596930889,17.248476749259424,>400000
4213.976093815108,9.935753207692134,2405.708911784511,2405.708911784511,823.9049041692087,1808.267182030596,21464.071541292116,0.0,1994.7067147153866,0.0,1994.7709615076944,0.0,1995.7067147153866,10.0,1452.108894346146,3.0,46.78766038460665,2.935753207692133,953.6000174383653,1150.72596230764,>400000
2427.270956570828,9.716455486396345,1693.7974326873787,1650.810103503598,811.9746583675615,733.4735238834492,12818.223039514836,0.0,2005.8658219455854,0.0,2006.5822774319818,0.2835445136036545,2006.8658219455854,9.283544513603655,1205.1442484086351,3.0,96.0050351771103,2.0,445.6658550949628,383.14944933263257,>400000
2340.7882959495637,9.725365751576136,1912.8225025196427,1859.9629929786631,838.8595095409796,427.96579342992084,12596.212240548619,0.0,2007.5492684968476,0.0,2008.2746342484238,0.0,2008.5492684968476,9.549268496847725,1529.3678975688676,3.0,115.59950535560118,2.0,330.59509540979565,406.02151323084513,>400000
3460.4209877385397,9.102863147346746,1595.15376932818,1350.5726554953587,840.4485684263266,1549.8483582691906,36655.55969798377,0.0,1941.7910953222556,0.0,1997.4856842632662,0.5514315736733725,1997.4856842632662,12.0,635.1728916785046,3.0,159.52067250283545,2.4485684263266276,715.3997638168541,270.4867610749564,>400000
2302.670412617268,10.0,1730.5940493511598,1714.588430425258,842.7411569574742,572.0763632661082,13291.969603673973,0.0,2007.8147107606314,0.0,2008.0,0.0,2008.0,9.814710760631447,1327.2532241166239,3.0,248.05950648840266,2.0,387.33520630863393,392.5771925734542,>400000
2308.2729865852966,9.442101110626766,2308.2729865852966,2604.1647751303003,947.6020513503777,0.0,16542.33458763148,0.0,2008.0,0.0,2008.5578988893733,0.0,2008.5578988893733,9.442101110626766,1843.4321478441332,3.0,65.30521332752119,2.0,522.4401286583405,505.72859137653234,>400000
2185.7080463951092,9.814682354062315,1982.599906447407,1982.599906447407,827.0206119037272,203.1081399477021,13853.38051787465,0.0,2005.4440470621869,0.0,2005.4440470621869,0.1853176459376844,2005.6293647081247,7.555952937813053,1317.432471003057,3.0,186.56225908027028,2.0,665.1674354443503,122.23623454856013,>400000
2774.309192200516,9.05262408204604,1830.6340529248066,1809.005555203884,713.0516269941695,913.574164345374,20563.560062673976,0.0,1999.0534787287975,0.0,2005.3158869334015,0.05262408204604074,2005.3158869334015,10.105248164092082,1335.8000443150825,3.0,13.68226133197058,2.0,473.2055108888013,824.2170486199445,>400000
2416.396641123125,8.506175342508914,1970.9623397152802,1961.0858465654587,917.3569534061846,445.43430140784466,20660.628465733356,0.0,2005.0,0.0,2005.5061753425089,0.4938246574910856,2006.0,9.012350685017829,1563.5794684797277,3.0,131.85118355011986,1.5061753425089144,397.506378085731,440.3725479827555,>400000
2837.010208751617,8.963917767423998,1745.5102321917448,1744.7885875402246,1007.2268896680953,1091.4999765598723,13920.912170805506,0.0,2007.530930976512,0.0,2008.530930976512,0.03608223257600218,2008.530930976512,11.891753302271994,29.443101782017834,3.0,166.96909246361582,2.9639177674239976,1715.345485758207,429.5927460492803,>400000
2838.3326830644382,9.0,1825.6050484918494,1825.6050484918494,912.0622684437124,1012.7276345725888,14659.701279011062,0.0,2006.9348250175367,0.0,2007.579766690049,0.3550583274877882,2007.9348250175367,11.644941672512212,85.21399859706918,3.0,147.98638369575713,3.0,1740.3910498947803,347.30740126263777,>400000
2809.551172100019,8.484315773032385,2809.551172100019,2778.6452774618247,678.7025218108737,0.0,12801.939680478352,0.0,2000.2333681415505,0.0,2000.2333681415505,0.5156842269676144,2001.2333681415505,10.484315773032385,1694.490194791993,2.4843157730323857,71.12547381574092,2.5156842269676143,1084.1550826698315,368.07998750461303,>400000
2769.953281370409,9.032304754038803,1506.2049450262803,1482.4956878126295,856.5462860682538,1263.7483363441283,14969.805708976191,0.0,2007.6123429515344,0.0,2007.6123429515344,0.03230475403880251,2007.6123429515344,10.967695245961197,1354.7454415937227,3.0,66.38765704846563,2.0323047540388024,127.75024621890685,259.34232591760093,>400000
3407.919633985593,9.713620436582474,1869.0884819345308,1951.048897911188,853.8230586187655,1538.831152051062,33631.62708468095,0.0,1996.4318978170877,0.0,1996.4318978170877,1.0,1997.4318978170877,9.713620436582474,1434.8253870907267,3.0,103.34924830637371,2.7136204365824743,516.2235108204613,1180.6844808053247,>400000
2493.245837477194,8.0,1668.6876809120827,1650.9824444214207,846.0316722826833,824.5581565651115,15078.805109821305,0.0,1999.0443713786685,0.0,1999.0443713786685,1.0,2000.0443713786685,8.264659749332994,932.0299528454457,3.0,115.48337959731921,2.0,718.952491575975,431.7306346826323,>400000
2373.5693892259123,9.0,2077.383599450947,2077.383599450947,726.5902138853887,296.1857897749653,14993.007281254104,0.0,2005.6618883678368,0.0,2006.3237767356736,0.3381116321632024,2006.6618883678368,9.014334896489608,81.14679171916856,3.0,101.38111632163202,2.3381116321632023,1996.2368077317783,278.82205535853734,>400000
2951.254199497162,8.867679654305451,1613.114909038342,1402.535610226277,766.9653377027016,1089.982909327461,36333.460325936714,0.0,1949.748337630422,0.0,1993.5661601728473,1.0,1999.7939220741673,9.735359308610903,770.54399524514,3.0,155.82652819610158,2.0,530.0827838686278,298.9325712633607,>400000
2279.6174058064476,10.0,1745.3323097989755,1738.857451996264,845.4427190696596,534.2850960074721,13403.328610523591,0.0,2008.059357225339,0.0,2008.059357225339,0.0,2008.059357225339,9.940642774661043,1343.8170080832178,3.0,260.94141042542935,2.0,395.0404439130461,413.1739190860199,>400000
2205.8630141014955,10.0,1906.569348789455,1876.1327048594171,847.9708904046641,299.2936653120404,13172.18792585227,0.0,2006.507277398834,0.0,2007.0145547976679,0.0,2007.0145547976679,8.014554797667934,1332.2285957235995,3.0,180.80864711077317,2.0,543.9041091358176,137.48672988167291,>400000
3015.4957205035203,8.534866056481922,1882.3777279822666,1873.0750491119052,855.3425839946005,1133.1179925212534,14276.596039176486,0.0,2001.953258734265,0.0,2002.953258734265,0.46513394351807746,2002.953258734265,10.604598169445767,379.5492979107512,3.0,130.92874874448148,2.5348660564819223,1493.525751201154,496.095761245302,>400000
2138.4642049950085,10.0,2138.4642049950085,2127.1697496441607,881.4476938343869,0.0,12061.532384835387,0.0,2007.4539744861988,0.0,2007.4539744861988,0.0,2007.6472276754241,8.806746810774863,1406.239008859329,3.0,70.61977427336174,2.0,720.9307407848315,382.3012756900546,>400000
2953.861671158619,9.256660989952977,1763.301873315518,1657.8142064448446,740.3925726536988,1043.749711589999,21077.529033691546,0.0,1975.9973081353137,0.0,2002.6634071306114,0.25666098995297626,2002.6634071306114,10.513321979905953,1048.1080041663035,3.0,66.73185738777383,2.0,609.7062022785411,646.7049387409106,>400000
2453.2010032711905,8.608569637015732,1942.7758099397042,1920.8615063098614,1026.6507907776004,510.42519333148624,16528.581620580946,0.0,2002.9114052812045,0.0,2003.5199749182202,0.3914303629842686,2003.9114052812045,9.0,1428.4121089741136,3.0,93.6630112166471,2.0,492.4493973357478,653.273852157807,>400000
2129.903592389329,8.240172207221377,2129.903592389329,2110.3839368037716,1141.685510631084,0.0,20061.881924320158,0.0,2005.720516621664,0.0,2005.9606888288854,0.7598277927786228,2006.720516621664,8.240172207221377,1764.951513921512,3.0,217.28435310517492,1.2401722072213772,345.4324228822594,179.64881100159016,>400000
2682.110046317244,9.0,1541.8985678565468,1534.3732098206838,767.389469197248,1140.2114784606968,14083.081296882821,0.0,2004.567782924138,0.0,2004.567782924138,0.6864434151723641,2005.2542263393104,10.313556584827635,1114.4567676358777,3.0,20.694734598623974,2.0,419.916442184806,539.8315924082563,>400000
2456.406850276857,8.0,1686.0404661866514,1629.2124474799207,712.315151066175,770.3663840902055,46658.955920173845,0.0,1994.091048919966,0.0,1994.091048919966,0.9898834533371155,2004.9797669066743,8.040466186651539,1361.5564100664587,3.0,75.59533813348462,2.0101165466628848,89.47701581278113,528.7587409997163,>400000
2325.6125366727424,10.0,1739.5159864838442,1689.0971814747304,845.290281852527,586.0965501888983,12652.139255015734,0.0,2007.1774295368682,0.0,2008.0,0.0,2008.0,9.177429536868262,1290.2909131383592,3.0,158.84013516155667,2.0,398.80626833637126,298.2595714565028,>400000
2754.7972333034722,9.0,2035.209888865236,2031.9959301893093,796.3489668981663,719.5873444382364,16300.082306110651,0.0,2005.5356597793211,0.0,2005.7142130390948,0.8214467402262973,2006.5356597793211,10.642893480452594,537.1126242634414,3.0,99.42944353086227,2.821446740226297,1494.8833059258682,304.4187602777995,>400000
3273.587504299101,9.538022881436733,1892.4429567689144,1963.9553182144,882.5332588850941,1381.1445475301866,32326.586054837804,0.0,1997.3098855928163,0.0,1997.3098855928163,1.0,1998.3098855928163,9.538022881436733,1464.1501788000655,3.0,120.11881482279196,2.538022881436733,499.8051394143346,1059.6977653099093,>400000
2180.0773538268495,9.0,2112.013748927221,2109.6947163923105,737.1018715768035,68.06360489962849,14395.966541936581,0.0,2006.1159516267455,0.0,2007.1159516267455,0.0,2007.1159516267455,8.173927440118302,0.0,3.0,96.84048373254466,2.0579758133727672,2109.6947163923105,346.59681828815803,>400000
4007.96614645665,9.722366963908653,2395.8306682381512,2393.0543378772377,873.9225884497935,1612.135478218499,21446.296244968813,0.0,1995.5269816985024,0.0,1995.5269816985024,0.13881651804567363,1996.5269816985024,9.722366963908653,1491.9251938001491,3.0,80.12318441591118,2.7223669639086525,901.1291440770885,1007.5846738865619,>400000
2345.324097276208,9.064846884457612,2345.324097276208,2313.5288913477666,821.9454065337284,0.0,12982.031171692799,0.0,2008.8054593466272,0.0,2008.8054593466272,0.0,2009.7406124621696,10.740612462169555,2135.9927986649955,3.0,77.50519528213303,2.0,177.53609268277103,710.6515209277578,>400000
2797.3356935278484,9.0,2018.9728109877929,2016.9665688482048,766.1560534896973,778.3628825400558,16208.362944712037,0.0,2005.3343736899312,0.0,2005.4458315865752,0.8885421033562281,2006.3343736899312,10.777084206712455,425.4659400152366,3.0,102.65002096109895,2.888542103356228,1591.5006288329685,268.18726418763686,>400000
2777.4538836956317,9.0,1687.1397997317686,1687.1397997317686,934.9574143280245,1090.3140839638634,13832.28011941697,0.0,2006.5536975225855,0.0,2007.2644370271025,0.28926049548291,2007.5536975225855,11.42147900903418,293.8886634106366,3.0,120.82571576790531,2.71073950451709,1393.251136321132,493.4225189158984,>400000
2785.3826103372267,9.0,1754.2153064186782,1754.2153064186782,1004.9560510372628,1031.1673039185482,13920.199887049203,0.0,2007.8955281322033,0.0,2008.8955281322033,0.0,2008.8955281322033,11.791056264406429,0.0,3.0,166.2390127593157,2.947764066101607,1754.2153064186782,418.30628320507515,>400000
2293.582217019243,10.0,1792.1232012327062,1741.127369118821,846.6002778590744,501.4590157865372,12686.64843157708,0.0,2006.8499305352314,0.0,2007.699861070463,0.0,2007.699861070463,8.699861070462838,1295.9073632654695,3.0,148.2565991530152,2.0,445.2200058533514,231.03103611817735,>400000
2543.31286882846,9.0,2048.070468435246,2048.070468435246,722.9544767051468,495.242400393214,15357.944400720893,0.0,2005.4346547940718,0.0,2005.8693095881433,0.5653452059283265,2006.4346547940718,9.696035617784979,135.68284942279837,3.0,103.65345205928327,2.5653452059283266,1912.3876190124474,254.50806296566907,>400000
2166.0314611183394,10.0,1889.8822237471206,1854.3519442232628,874.7253240372105,276.149237371219,12338.884586936085,0.0,2008.063900890267,0.0,2008.5319504451336,0.0,2008.5319504451336,9.0,1362.9842694408303,3.0,91.44396438931783,2.0,491.3676747824326,289.5543646894064,>400000
2216.5141427340277,10.0,1844.9008599998085,1801.927621006971,865.9879368344951,371.6132827342194,12379.982667482189,0.0,2007.740293956833,0.0,2008.3701469784166,0.0,2008.3701469784166,9.0,1337.7429286329861,3.0,104.38824172667381,2.0,464.184692373985,284.214850287747,>400000
2334.678438305416,9.683936330072374,2334.678438305416,2917.3204085104576,709.2955130514598,0.0,15359.25354692643,0.0,2007.6839363300724,0.0,2007.6839363300724,0.15803183496381268,2007.8419681650362,9.525904495108563,1701.1007248200901,3.0,70.57771348532569,2.0,762.3988427358623,216.4353108362365,>400000
2714.1973490261094,8.985217913257907,1476.2069492143894,1452.147820867421,857.2904598363796,1237.9903998117202,14950.808596480998,0.0,2007.8078328723527,0.0,2007.8078328723527,0.014782086742092915,2007.8226149590948,10.970435826515814,1320.5246823983184,3.0,67.18256693936743,2.0,131.62313846910249,271.5181366446181,>400000
2668.6404865195527,8.0,1687.0620480698894,1634.5757523669201,745.5165622714102,981.578438449663,48425.01560082155,0.0,1996.3896081572514,0.0,1996.3896081572514,0.7344879825276142,2004.4689759650553,9.062048069889544,1375.6031609609813,3.0,65.37951930110457,2.265512017472386,126.76475455096833,547.913401310429,>400000
2792.749065812636,8.01544363194276,1489.7837891528013,1461.8455636805725,810.7412943332525,1302.9652766598351,15135.065709930876,0.0,1995.2007672152558,0.0,1995.2007672152558,0.9845563680572391,1996.1853235833132,9.030887263885521,698.8993680753098,3.0,144.76450944457912,2.0,762.9461956052627,502.32441559762293,>400000
2450.9773315250795,9.348997688324514,2450.9773315250795,2441.8632991616228,751.0476486253262,0.0,13500.724114150547,0.0,2001.4429838182716,0.0,2001.4429838182716,0.32550115583774253,2001.7684849741092,7.976503467513227,1335.54732084515,2.6744988441622572,178.87282200098764,2.3255011558377428,1106.3159783164726,-0.6744988441622575,>400000
2349.6470027460086,9.448531164187223,2085.0136158755467,2039.3518056066791,831.6618102688678,264.6333868704619,12719.403631936686,0.0,2008.1029376716256,0.0,2008.5514688358128,0.0,2009.1029376716256,10.102937671625552,1780.7337029180012,3.0,97.05158800054397,2.0,258.6181026886781,541.1167918766349,>400000
2857.4613362656,8.643296291205555,2857.4613362656,2838.4674843424777,643.7810362632445,0.0,13077.65612657773,0.0,1996.5030740384389,0.0,1996.5030740384389,0.6783518543972223,1997.1814258928362,9.035055563191667,1280.8554625684305,2.3216481456027775,124.53381442282776,2.6783518543972225,1557.6120217740474,-0.32164814560277766,>400000
2356.8008375244453,8.0,2007.5423512077418,1983.1463979501368,1069.5992847760892,349.2584863167035,28063.16219119891,0.0,2004.5604046742394,0.0,2004.5604046742394,0.7802023371197586,2005.3406070113592,8.879190651520965,1653.9617128215264,3.0,216.22673987466425,1.4395953257604828,329.18468512861057,132.53799071678554,>400000
3500.118780901065,9.854214568785222,1587.1022943958044,1236.0201066250777,821.9226065293676,1424.4057531601131,21944.955237205326,0.0,1908.4737537272697,0.0,1994.7494251745773,1.0,1994.895210605792,11.854214568785222,34.988503491546496,3.0,237.8406144553539,2.145785431214777,1201.0316031335312,30.323369692673626,>400000
2610.8847736362945,9.244880638761884,1537.7099209679945,1518.1177724657086,854.0819097798098,1073.1748526683,14588.025461020032,0.0,2008.0,0.0,2008.0,0.0,2008.0,10.755119361238116,1331.959045110095,3.0,116.93517286247179,2.0,186.1587273556135,305.2218570918063,>400000
2646.3743050648413,9.415372475921433,2299.98249704829,2783.85509847632,670.2461174277643,346.3918080165512,15223.16491519007,0.0,2004.1999210934894,0.0,2004.4922348555285,0.2923137620392837,2004.4922348555285,9.707686237960717,1489.0096123006413,3.0,76.09239266854998,2.0,913.4026039148528,310.78691581288854,>400000
2120.401844569757,8.195931946498993,1878.034026750504,1873.331660034528,898.2034026750504,242.36781781925328,14971.31797355153,0.0,2006.391863892998,0.0,2006.391863892998,0.8040680535010079,2007.195931946499,7.783727785995969,1346.0813610700202,3.0,63.58779583949698,2.0,527.2502989645079,296.9464499260363,>400000
2858.582492448571,8.912061316229396,1762.0524401228224,1760.2936664474105,988.8697059452064,1096.5300523257486,13963.90116884583,0.0,2006.8567971109821,0.0,2007.8567971109821,0.08793868377060332,2007.8567971109821,11.73618394868819,71.75796595681231,3.0,162.61315056326933,2.912061316229397,1688.5357004905982,437.63049598444354,>400000
2837.9929298265924,9.130023819728393,1693.9526635236552,1691.872282408001,970.7209723229392,1144.0402663029372,13863.825021676766,0.0,2007.7399523605432,0.0,2008.6099285408147,0.0,2008.6099285408147,11.739952360543215,0.0,3.0,147.89595064617328,3.0,1691.872282408001,502.9244585751343,>400000
3174.7610209344753,8.0,1725.8927787476046,1687.656551659035,866.8392731524525,1448.8682421868705,50628.3446452042,0.0,2003.1763772911431,0.0,2003.1763772911431,0.08818864557151007,2003.2645659367145,11.64724541771396,1442.8975368993106,3.0,56.371577127018824,2.8236227088569796,244.75901475972424,549.8222467203794,>400000
2353.8787307462926,9.316289664178361,2167.267828881059,2125.0442976124214,828.2235312686374,186.61090186523364,12778.25109944063,0.0,2008.3674206716432,0.0,2008.6837103358216,0.0,2009.3674206716432,10.367420671643275,1900.8089849260473,3.0,88.19140749995026,2.0,224.23531268637416,605.6506438809593,>400000
2730.7160914989595,8.240801753715447,1532.7020857791788,1531.0164735031706,1033.699066717626,1198.0140057197807,10236.503977314167,0.0,2006.3612026305732,0.0,2006.3612026305732,0.8795991231422766,2007.2408017537155,10.759198246284553,1184.4346507813088,3.0,133.1639210828049,2.8795991231422766,346.5818227218617,335.7859693099797,>400000
3593.299569679905,9.989300996855826,1525.6604862512288,1118.865194486889,843.4878750250008,1501.7589132271437,22890.86660962215,0.0,1893.2410843647242,0.0,1993.1711840503067,0.9893009968558258,1993.1711840503067,11.967902990567477,20.370901986507597,3.0,257.86019937116515,2.0,1098.4942925003816,8.00285435184227,>400000
2189.339333100822,10.0,1928.1275888450211,1901.563682649516,848.2290729202997,261.21174425580085,13263.649082016153,0.0,2006.442731769925,0.0,2006.8854635398502,0.0,2006.8854635398502,7.885463539850172,1339.0704323879409,3.0,186.94048185711682,2.0,562.4932502615752,119.86577318954855,>400000
2186.1165522905203,9.0,2085.0512043702834,2085.0512043702834,758.7525920965332,101.06534792023672,14398.073961868187,0.0,2006.1857818895592,0.0,2007.1857818895592,0.0,2007.1857818895592,8.371563779118517,0.0,3.0,104.68814802413331,2.0928909447796293,2085.0512043702834,325.12511298097957,>400000
2323.811520193023,9.139543332663115,2323.811520193023,2294.555993503569,824.1862999798934,0.0,13054.636119348548,0.0,2008.5813700020105,0.0,2008.5813700020105,0.0,2009.4418266693476,10.441826669347542,2076.0862472041817,3.0,89.60601989142461,2.0,218.46974629938694,653.8075238433696,>400000
3847.623579955721,10.0,1831.4059816934996,1559.5095005661003,837.292388927054,1637.8117899778606,22471.091291472676,0.0,1926.5220411800615,0.0,1993.3384513841183,0.66154861588175,1993.6769027682365,11.3230972317635,492.4467638920538,3.0,188.9252093351675,2.33845138411825,1067.0627366740464,395.98811941835254,>400000
2341.12536665349,9.972841170674137,1737.3829990146035,1679.012528774155,842.7409404808965,603.7423676388863,12506.970818801597,0.0,2006.8913646826966,0.0,2007.8642058533708,0.02715882932586222,2007.8913646826966,9.027158829325863,1272.8300690579724,3.0,130.36071687033447,2.0,406.1824597161828,282.646261095738,>400000
2260.5975920538467,9.0,2043.9325704353228,2043.9325704353228,789.3525057225504,216.66502161852395,14338.68037951769,0.0,2006.39828128974,0.0,2007.39828128974,0.0,2007.39828128974,8.796562579479868,0.0,3.0,112.33812643063762,2.199140644869967,2043.9325704353228,336.7063302908264,>400000
2308.1236604994237,9.194015067710334,2308.1236604994237,2280.7201728015752,825.82045203131,0.0,13107.582645814444,0.0,2008.417954796869,0.0,2008.417954796869,0.0,2009.2239397291587,10.223939729158664,2032.399915696312,3.0,98.43044096907411,2.0,248.32025710526307,612.3545334724358,>400000
2838.175961694759,9.131511883697227,1693.4943398212538,1691.3901496820981,970.1569960787506,1144.6816218735053,13863.51401630728,0.0,2007.7369762326055,0.0,2008.6054643489083,0.0,2008.6054643489083,11.736976232605544,0.0,3.0,147.64297977147126,3.0,1691.3901496820981,503.8277134042173,>400000
2397.194579661487,9.0,2106.4835875519557,2094.429948754196,1014.0374359427452,290.7109921095308,18416.703027574396,0.0,2007.0089397996267,0.0,2008.0089397996267,0.0,2008.0089397996267,9.330353400124467,1740.8054203385134,3.0,40.17879599253199,2.0,353.62452841568285,788.3031148151849,>400000
2396.5863022621343,9.807778862315077,1709.322406593563,1660.8556748546584,822.9334634778091,687.2638956685713,12707.356461149497,0.0,2006.2311154492604,0.0,2007.0388943115754,0.19222113768492355,2007.2311154492604,9.192221137684923,1229.25361965118,3.0,108.24236755022025,2.0,431.60205520347824,347.35068597249006,>400000
2102.821387899321,9.79499656460564,1963.2140483957623,1950.649072443523,915.5802610899714,139.60733950355893,11988.85862659286,0.0,2008.6924948469084,0.0,2008.6924948469084,0.10250171769717975,2008.7949965646058,9.20500343539436,1406.6845087386066,3.0,63.22515459274618,2.1025017176971796,543.9645637049164,308.5875601194013,>400000
2957.9711794584427,8.907659900980025,2957.9711794584427,2942.678418072163,663.0881272264231,0.0,12105.651703966903,0.0,1996.0844695544101,0.0,1996.0844695544101,0.5461700495099877,1997.0844695544101,9.092340099019975,1254.1453274749906,2.4538299504900123,104.4989467818508,2.5461700495099877,1688.5330905971723,319.95011509545867,>400000
2308.285348975895,9.44217469628509,2308.285348975895,2604.2293833383087,947.5657000351657,0.0,16542.188005000102,0.0,2008.0,0.0,2008.557825303715,0.0,2008.557825303715,9.44217469628509,1843.4220666089427,3.0,65.30609635542108,2.0,522.4751554317027,505.6882664357709,>400000
2882.745871154127,9.493868871171765,1581.8883876790962,1573.9864857403481,832.823697825901,1300.857483475031,13787.781405925101,0.0,2007.0122622576564,0.0,2007.5183933864846,0.0,2007.5183933864846,11.01226225765647,0.0,3.0,86.04229190079991,3.0,1573.9864857403481,723.7784048012616,>400000
